
=== Outer Fold 1/5 ===
  1/150: MAE = 22.9609 ± 3.0495, params = {'initial_temperature': 50, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.1}
  58/150: MAE = 17.5326 ± 5.7166, params = {'initial_temperature': 100, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.2}
  59/150: MAE = 26.6731 ± 3.6727, params = {'initial_temperature': 100, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.1}
  60/150: MAE = 20.5657 ± 6.6099, params = {'initial_temperature': 100, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.2}
  61/150: MAE = 21.7310 ± 4.1321, params = {'initial_temperature': 150, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.1}
  62/150: MAE = 19.0431 ± 3.7598, params = {'initial_temperature': 150, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.2}
  63/150: MAE = 25.1493 ± 4.5680, params = {'initial_temperature': 150, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.1}
  64/150: MAE = 19.9044 ± 8.7404, params = {'initial_temperature': 150, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.2}
  65/150: MAE = 22.2661 ± 4.4925, params = {'initial_temperature': 150, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.1}
  66/150: MAE = 20.3232 ± 8.3742, params = {'initial_temperature': 150, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.2}
  67/150: MAE = 23.8530 ± 6.1808, params = {'initial_temperature': 150, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.1}
  68/150: MAE = 17.0603 ± 3.6701, params = {'initial_temperature': 150, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.2}
  69/150: MAE = 24.6728 ± 8.5400, params = {'initial_temperature': 150, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.1}
  70/150: MAE = 15.8534 ± 1.1284, params = {'initial_temperature': 150, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.2}
  71/150: MAE = 22.2608 ± 8.7779, params = {'initial_temperature': 150, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.1}
  72/150: MAE = 19.5358 ± 3.8682, params = {'initial_temperature': 150, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.2}
  73/150: MAE = 25.6202 ± 7.7925, params = {'initial_temperature': 150, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.1}
  74/150: MAE = 15.5716 ± 3.4826, params = {'initial_temperature': 150, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.2}
  75/150: MAE = 24.2017 ± 5.7339, params = {'initial_temperature': 150, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.1}
  76/150: MAE = 17.5037 ± 4.4011, params = {'initial_temperature': 150, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.2}
  77/150: MAE = 26.2399 ± 5.6974, params = {'initial_temperature': 150, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.1}
  78/150: MAE = 19.6312 ± 3.7328, params = {'initial_temperature': 150, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.2}
  79/150: MAE = 19.7820 ± 4.1204, params = {'initial_temperature': 150, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.1}
  80/150: MAE = 19.5542 ± 3.3641, params = {'initial_temperature': 150, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.2}
  81/150: MAE = 23.0366 ± 5.9026, params = {'initial_temperature': 150, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.1}
  82/150: MAE = 17.5069 ± 4.4220, params = {'initial_temperature': 150, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.2}
  83/150: MAE = 20.0094 ± 8.9733, params = {'initial_temperature': 150, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.1}
  84/150: MAE = 21.3996 ± 7.0709, params = {'initial_temperature': 150, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.2}
  85/150: MAE = 20.0975 ± 4.7006, params = {'initial_temperature': 150, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.1}
  86/150: MAE = 20.9178 ± 5.7314, params = {'initial_temperature': 150, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.2}
  87/150: MAE = 20.8203 ± 6.4257, params = {'initial_temperature': 150, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.1}
  88/150: MAE = 18.8460 ± 5.2441, params = {'initial_temperature': 150, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.2}
  89/150: MAE = 20.1198 ± 2.9809, params = {'initial_temperature': 150, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.1}
  90/150: MAE = 19.5246 ± 5.6840, params = {'initial_temperature': 150, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.2}
  91/150: MAE = 23.4974 ± 4.9831, params = {'initial_temperature': 200, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.1}
  92/150: MAE = 24.5740 ± 7.0094, params = {'initial_temperature': 200, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.2}
  93/150: MAE = 22.1577 ± 2.4541, params = {'initial_temperature': 200, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.1}
  94/150: MAE = 21.2786 ± 6.4741, params = {'initial_temperature': 200, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.2}
  95/150: MAE = 22.1243 ± 8.8252, params = {'initial_temperature': 200, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.1}
  96/150: MAE = 17.4783 ± 5.8642, params = {'initial_temperature': 200, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.2}
  97/150: MAE = 24.0203 ± 5.8881, params = {'initial_temperature': 200, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.1}
  98/150: MAE = 18.4323 ± 4.6287, params = {'initial_temperature': 200, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.2}
  99/150: MAE = 22.7499 ± 4.5659, params = {'initial_temperature': 200, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.1}
  100/150: MAE = 18.8621 ± 3.4152, params = {'initial_temperature': 200, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.2}
  101/150: MAE = 25.5535 ± 4.8463, params = {'initial_temperature': 200, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.1}
  102/150: MAE = 18.6797 ± 5.9766, params = {'initial_temperature': 200, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.2}
  103/150: MAE = 22.5520 ± 3.0378, params = {'initial_temperature': 200, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.1}
  104/150: MAE = 22.4811 ± 7.3619, params = {'initial_temperature': 200, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.2}
  105/150: MAE = 23.3965 ± 6.4808, params = {'initial_temperature': 200, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.1}
  106/150: MAE = 17.9790 ± 6.2311, params = {'initial_temperature': 200, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.2}
  107/150: MAE = 23.2031 ± 3.5315, params = {'initial_temperature': 200, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.1}
  108/150: MAE = 20.4231 ± 4.7367, params = {'initial_temperature': 200, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.2}
  109/150: MAE = 22.3670 ± 7.9301, params = {'initial_temperature': 200, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.1}
  110/150: MAE = 17.7384 ± 7.0398, params = {'initial_temperature': 200, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.2}
  111/150: MAE = 26.3363 ± 2.7113, params = {'initial_temperature': 200, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.1}
  112/150: MAE = 19.9392 ± 6.1255, params = {'initial_temperature': 200, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.2}
  113/150: MAE = 26.2264 ± 7.6086, params = {'initial_temperature': 200, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.1}
  114/150: MAE = 15.3224 ± 7.0303, params = {'initial_temperature': 200, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.2}
  115/150: MAE = 21.7294 ± 6.2439, params = {'initial_temperature': 200, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.1}
  116/150: MAE = 20.0256 ± 3.6176, params = {'initial_temperature': 200, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.2}
  117/150: MAE = 20.2895 ± 4.2968, params = {'initial_temperature': 200, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.1}
  118/150: MAE = 22.0415 ± 7.9373, params = {'initial_temperature': 200, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.2}
  119/150: MAE = 23.6326 ± 4.6886, params = {'initial_temperature': 200, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.1}
  120/150: MAE = 17.3471 ± 7.3230, params = {'initial_temperature': 200, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.2}
  121/150: MAE = 25.5504 ± 0.4857, params = {'initial_temperature': 300, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.1}
  122/150: MAE = 22.6238 ± 5.6078, params = {'initial_temperature': 300, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.2}
  123/150: MAE = 21.0703 ± 1.9308, params = {'initial_temperature': 300, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.1}
  124/150: MAE = 20.8266 ± 1.3061, params = {'initial_temperature': 300, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.2}
  125/150: MAE = 24.3884 ± 2.9111, params = {'initial_temperature': 300, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.1}
  126/150: MAE = 21.0508 ± 2.5137, params = {'initial_temperature': 300, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.2}
  127/150: MAE = 22.8538 ± 7.0101, params = {'initial_temperature': 300, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.1}
  128/150: MAE = 18.9334 ± 6.2466, params = {'initial_temperature': 300, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.2}
  129/150: MAE = 25.7176 ± 5.8230, params = {'initial_temperature': 300, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.1}
  130/150: MAE = 13.2931 ± 5.4403, params = {'initial_temperature': 300, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.2}
  131/150: MAE = 21.1377 ± 7.8230, params = {'initial_temperature': 300, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.1}
  132/150: MAE = 16.4391 ± 3.1984, params = {'initial_temperature': 300, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.2}
  133/150: MAE = 21.0358 ± 0.7557, params = {'initial_temperature': 300, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.1}
  134/150: MAE = 22.6796 ± 4.4121, params = {'initial_temperature': 300, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.2}
  135/150: MAE = 23.7189 ± 5.6255, params = {'initial_temperature': 300, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.1}
  136/150: MAE = 19.3620 ± 4.4610, params = {'initial_temperature': 300, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.2}
  137/150: MAE = 25.9441 ± 10.2149, params = {'initial_temperature': 300, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.1}
  138/150: MAE = 20.0026 ± 4.1082, params = {'initial_temperature': 300, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.2}
  139/150: MAE = 23.5224 ± 4.1865, params = {'initial_temperature': 300, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.1}
  140/150: MAE = 22.5434 ± 6.0688, params = {'initial_temperature': 300, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.2}
  141/150: MAE = 25.1264 ± 3.5541, params = {'initial_temperature': 300, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.1}
  142/150: MAE = 18.9358 ± 3.2534, params = {'initial_temperature': 300, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.2}
  143/150: MAE = 19.2376 ± 9.0295, params = {'initial_temperature': 300, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.1}
  144/150: MAE = 18.8675 ± 7.3214, params = {'initial_temperature': 300, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.2}
  145/150: MAE = 24.0920 ± 5.9091, params = {'initial_temperature': 300, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.1}
  146/150: MAE = 18.3316 ± 6.8148, params = {'initial_temperature': 300, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.2}
  147/150: MAE = 22.3817 ± 6.4717, params = {'initial_temperature': 300, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.1}
  148/150: MAE = 17.0373 ± 5.5362, params = {'initial_temperature': 300, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.2}
  149/150: MAE = 18.6367 ± 1.8323, params = {'initial_temperature': 300, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.1}
  150/150: MAE = 21.1043 ± 3.5050, params = {'initial_temperature': 300, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.2}
  >> Best params for outer fold 3: {'initial_temperature': 300, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.2} (MAE 13.2931 ± 5.4403)
Outer fold 3 MAE on test: 19.8550

=== Outer Fold 4/5 ===
  1/150: MAE = 18.3909 ± 5.1988, params = {'initial_temperature': 50, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.1}
  2/150: MAE = 19.0155 ± 8.6787, params = {'initial_temperature': 50, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.2}
  3/150: MAE = 25.8549 ± 7.5499, params = {'initial_temperature': 50, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.1}
  4/150: MAE = 21.2049 ± 3.1428, params = {'initial_temperature': 50, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.2}
  5/150: MAE = 21.4913 ± 6.8589, params = {'initial_temperature': 50, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.1}
  6/150: MAE = 19.2171 ± 4.1925, params = {'initial_temperature': 50, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.2}
  7/150: MAE = 21.4809 ± 8.1183, params = {'initial_temperature': 50, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.1}
  8/150: MAE = 19.8418 ± 8.3754, params = {'initial_temperature': 50, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.2}
  9/150: MAE = 21.1587 ± 7.1813, params = {'initial_temperature': 50, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.1}
  10/150: MAE = 16.8485 ± 2.1072, params = {'initial_temperature': 50, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.2}
  11/150: MAE = 21.4523 ± 3.8416, params = {'initial_temperature': 50, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.1}
  12/150: MAE = 17.6904 ± 8.8636, params = {'initial_temperature': 50, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.2}
  13/150: MAE = 23.3217 ± 9.0834, params = {'initial_temperature': 50, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.1}
  14/150: MAE = 17.1116 ± 1.3505, params = {'initial_temperature': 50, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.2}
  15/150: MAE = 21.2958 ± 4.9701, params = {'initial_temperature': 50, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.1}
  16/150: MAE = 19.4748 ± 4.5752, params = {'initial_temperature': 50, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.2}
  17/150: MAE = 22.2614 ± 2.9239, params = {'initial_temperature': 50, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.1}
  18/150: MAE = 20.5690 ± 7.3465, params = {'initial_temperature': 50, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.2}
  19/150: MAE = 20.8332 ± 1.9900, params = {'initial_temperature': 50, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.1}
  20/150: MAE = 15.6138 ± 4.8911, params = {'initial_temperature': 50, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.2}
  21/150: MAE = 22.5688 ± 6.9328, params = {'initial_temperature': 50, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.1}
  22/150: MAE = 19.0582 ± 6.6560, params = {'initial_temperature': 50, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.2}
  23/150: MAE = 20.9913 ± 3.5152, params = {'initial_temperature': 50, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.1}
  24/150: MAE = 18.5371 ± 3.9980, params = {'initial_temperature': 50, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.2}
  25/150: MAE = 24.1176 ± 7.3566, params = {'initial_temperature': 50, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.1}
  26/150: MAE = 19.2358 ± 8.9614, params = {'initial_temperature': 50, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.2}
  27/150: MAE = 24.8687 ± 0.5418, params = {'initial_temperature': 50, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.1}
  28/150: MAE = 17.6473 ± 7.2130, params = {'initial_temperature': 50, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.2}
  29/150: MAE = 24.8533 ± 5.9745, params = {'initial_temperature': 50, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.1}
  30/150: MAE = 14.7755 ± 4.9020, params = {'initial_temperature': 50, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.2}
  31/150: MAE = 27.0022 ± 2.4687, params = {'initial_temperature': 100, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.1}
  32/150: MAE = 21.4169 ± 10.3876, params = {'initial_temperature': 100, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.2}
  33/150: MAE = 25.9561 ± 0.7284, params = {'initial_temperature': 100, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.1}
  34/150: MAE = 15.5058 ± 2.1139, params = {'initial_temperature': 100, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.2}
  35/150: MAE = 22.4574 ± 7.7797, params = {'initial_temperature': 100, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.1}
  36/150: MAE = 20.3342 ± 5.5584, params = {'initial_temperature': 100, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.2}
  37/150: MAE = 23.8990 ± 1.4194, params = {'initial_temperature': 100, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.1}
  38/150: MAE = 20.6124 ± 4.2090, params = {'initial_temperature': 100, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.2}
  39/150: MAE = 21.0335 ± 4.0045, params = {'initial_temperature': 100, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.1}
  40/150: MAE = 19.0754 ± 6.0380, params = {'initial_temperature': 100, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.2}
  41/150: MAE = 20.1874 ± 7.4042, params = {'initial_temperature': 100, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.1}
  42/150: MAE = 17.5086 ± 6.4335, params = {'initial_temperature': 100, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.2}
  43/150: MAE = 22.5632 ± 6.2531, params = {'initial_temperature': 100, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.1}
  44/150: MAE = 17.9207 ± 3.9591, params = {'initial_temperature': 100, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.2}
  45/150: MAE = 21.0992 ± 3.8394, params = {'initial_temperature': 100, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.1}
  46/150: MAE = 15.9550 ± 8.0605, params = {'initial_temperature': 100, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.2}
  47/150: MAE = 20.4953 ± 6.0584, params = {'initial_temperature': 100, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.1}
  48/150: MAE = 17.5252 ± 6.4217, params = {'initial_temperature': 100, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.2}
  49/150: MAE = 23.3987 ± 4.1077, params = {'initial_temperature': 100, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.1}
  50/150: MAE = 18.2212 ± 3.4558, params = {'initial_temperature': 100, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.2}
  51/150: MAE = 23.9240 ± 6.7620, params = {'initial_temperature': 100, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.1}
  52/150: MAE = 17.2749 ± 10.5571, params = {'initial_temperature': 100, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.2}
  53/150: MAE = 21.4069 ± 8.7805, params = {'initial_temperature': 100, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.1}
  54/150: MAE = 19.3442 ± 2.5212, params = {'initial_temperature': 100, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.2}
  55/150: MAE = 21.1949 ± 7.2159, params = {'initial_temperature': 100, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.1}
  56/150: MAE = 19.3084 ± 2.9933, params = {'initial_temperature': 100, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.2}
  57/150: MAE = 22.7190 ± 6.1656, params = {'initial_temperature': 100, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.1}
  58/150: MAE = 19.8841 ± 7.5646, params = {'initial_temperature': 100, 'cooling_rate': 0.98, 'iterations_per_temp': 50, 'step_size': 0.2}
  59/150: MAE = 22.5936 ± 3.0776, params = {'initial_temperature': 100, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.1}
  60/150: MAE = 18.2051 ± 5.7520, params = {'initial_temperature': 100, 'cooling_rate': 0.98, 'iterations_per_temp': 100, 'step_size': 0.2}
  61/150: MAE = 22.3555 ± 9.8891, params = {'initial_temperature': 150, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.1}
  62/150: MAE = 16.9094 ± 6.2297, params = {'initial_temperature': 150, 'cooling_rate': 0.8, 'iterations_per_temp': 20, 'step_size': 0.2}
  63/150: MAE = 22.7498 ± 2.9066, params = {'initial_temperature': 150, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.1}
  64/150: MAE = 15.5045 ± 5.3173, params = {'initial_temperature': 150, 'cooling_rate': 0.8, 'iterations_per_temp': 50, 'step_size': 0.2}
  65/150: MAE = 22.7289 ± 6.0215, params = {'initial_temperature': 150, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.1}
  66/150: MAE = 15.5020 ± 4.6367, params = {'initial_temperature': 150, 'cooling_rate': 0.8, 'iterations_per_temp': 100, 'step_size': 0.2}
  67/150: MAE = 24.6700 ± 4.2936, params = {'initial_temperature': 150, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.1}
  68/150: MAE = 17.4485 ± 3.8275, params = {'initial_temperature': 150, 'cooling_rate': 0.85, 'iterations_per_temp': 20, 'step_size': 0.2}
  69/150: MAE = 21.6800 ± 3.9909, params = {'initial_temperature': 150, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.1}
  70/150: MAE = 19.4892 ± 6.1507, params = {'initial_temperature': 150, 'cooling_rate': 0.85, 'iterations_per_temp': 50, 'step_size': 0.2}
  71/150: MAE = 24.0312 ± 2.1245, params = {'initial_temperature': 150, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.1}
  72/150: MAE = 18.6754 ± 7.6503, params = {'initial_temperature': 150, 'cooling_rate': 0.85, 'iterations_per_temp': 100, 'step_size': 0.2}
  73/150: MAE = 19.4770 ± 3.9667, params = {'initial_temperature': 150, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.1}
  74/150: MAE = 18.2569 ± 7.7001, params = {'initial_temperature': 150, 'cooling_rate': 0.9, 'iterations_per_temp': 20, 'step_size': 0.2}
  75/150: MAE = 21.4662 ± 3.7900, params = {'initial_temperature': 150, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.1}
  76/150: MAE = 19.4493 ± 3.5269, params = {'initial_temperature': 150, 'cooling_rate': 0.9, 'iterations_per_temp': 50, 'step_size': 0.2}
  77/150: MAE = 20.9824 ± 8.2825, params = {'initial_temperature': 150, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.1}
  78/150: MAE = 17.5550 ± 3.3446, params = {'initial_temperature': 150, 'cooling_rate': 0.9, 'iterations_per_temp': 100, 'step_size': 0.2}
  79/150: MAE = 20.9782 ± 3.6144, params = {'initial_temperature': 150, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.1}
  80/150: MAE = 20.5188 ± 5.8178, params = {'initial_temperature': 150, 'cooling_rate': 0.95, 'iterations_per_temp': 20, 'step_size': 0.2}
  81/150: MAE = 23.0827 ± 1.2809, params = {'initial_temperature': 150, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.1}
  82/150: MAE = 18.2933 ± 1.6673, params = {'initial_temperature': 150, 'cooling_rate': 0.95, 'iterations_per_temp': 50, 'step_size': 0.2}
  83/150: MAE = 22.3602 ± 4.1584, params = {'initial_temperature': 150, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.1}
  84/150: MAE = 22.8201 ± 2.8584, params = {'initial_temperature': 150, 'cooling_rate': 0.95, 'iterations_per_temp': 100, 'step_size': 0.2}
  85/150: MAE = 24.1623 ± 7.1848, params = {'initial_temperature': 150, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.1}
  86/150: MAE = 17.9790 ± 7.7489, params = {'initial_temperature': 150, 'cooling_rate': 0.98, 'iterations_per_temp': 20, 'step_size': 0.2}
